mtime,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22
None,91716,341245,285437,96829,219723,198258,16356,224169,331523,217206,244048,311319,432864,127479,331786,414307,223250,399108,499723,139019,492897,410182,228656
None,446878,390120,218264,203989,147938,144476,132924,129430,384037,202681,45294,205035,306841,103616,54831,177358,231674,81006,104457,414199,149646,103095,3529
None,444327,315651,131992,192505,374103,146851,294746,271355,70120,359976,166165,475627,308010,14717,87424,416064,108333,153099,372386,443252,276192,130241,133928
None,159878,270893,200891,396442,66932,141635,279181,244738,216376,424120,275085,379961,415144,90950,118065,120414,6557,106964,397425,257639,258872,213842,157418
None,207558,289506,162826,84931,20302,244477,262571,225777,60354,151736,353938,59887,42994,226652,339420,476776,84633,343410,481786,378529,38835,132333,384348
None,262257,33511,216628,174662,243399,162748,383704,64831,352619,48051,77195,6592,231190,203017,315516,81726,499688,366639,320370,63691,129859,471858,378372
None,185916,434280,291065,289772,311889,140188,456967,210788,383668,393042,24818,319068,335834,163071,484931,114685,389778,427373,339269,48572,163244,307265,70652
None,355001,106761,283233,265134,487802,257005,477174,492057,458042,305673,468734,131321,486784,401878,480249,485551,300695,394626,71495,262569,481500,44883,65980
None,279810,397178,173384,140555,95612,410186,409097,440699,101985,48296,483753,92142,258679,497159,384464,255623,80099,58383,280837,11531,387608,404352,148806
None,416583,409684,39821,186043,368727,157859,338149,443708,339379,245043,123417,140400,187525,306813,359755,221814,354877,378283,281491,242326,488486,223906,45436
None,470725,142334,451235,290427,67462,397900,411178,298123,309543,67984,440916,453541,463631,314470,431831,18400,329165,458626,203903,438867,305363,171808,251509
None,249344,161476,170854,260991,305535,93945,369713,465645,132457,93965,9971,277842,444603,422409,90507,191041,400122,230095,34763,451651,310223,305098,227912
None,443246,312124,183102,299275,249542,394945,499819,156758,294769,390452,297370,43945,52070,136724,131951,380865,123805,236668,447702,99767,372164,277025,402571
None,472528,351538,398098,413569,107952,108059,159503,250989,360228,260832,363075,326243,379639,155921,210746,8799,58874,19552,81471,231834,27875,207572,392868
None,409788,119285,95092,328177,291783,388092,132481,180734,450324,350347,139375,270140,325760,485639,433357,185135,42337,280067,419800,194855,320175,57817,256108
None,473740,447774,166977,280963,27578,474835,260573,150775,394650,273054,358564,322838,131334,486813,203511,449718,179690,47482,201259,200481,495948,232217,153182
None,468198,274240,168880,427802,72997,408138,243229,405207,378675,154406,333476,187490,301204,338672,232236,146850,454763,424470,336844,338118,253989,438472,91893
None,14555,216352,184310,288668,287102,377869,4137,315012,270247,319181,257749,232232,462465,455427,58547,267751,169119,242466,331331,108589,232709,369083,287190
None,259253,145833,33605,287636,421763,417611,367270,174160,234297,386093,418945,279019,161363,87125,158512,467397,62481,275287,257153,35694,244174,376781,48430
None,393329,290261,490701,32532,157327,371677,64296,252581,224125,354666,254910,51319,49433,124241,145549,404473,116716,323883,190440,198079,96843,32242,121422
None,96211,443868,313324,98383,143058,344584,212339,41129,363157,314179,108997,55796,207421,301389,216191,118978,443616,391348,18713,400691,72905,228793,13874
